SquareFeet,Bedrooms,Bathrooms,GarageSpaces,YearBuilt,LotSize,Neighborhood,IsRenovated,HasPool,HouseCondition,Price
3279,3,1,2,1950,8486.19358542945,Pattersonview,0,1,1,9302560.802461391
4039,1,2,0,1971,7270.2549613654255,Caitlinport,1,1,4,8307834.737671773
1467,5,3,1,2005,3805.545708834721,Joannamouth,0,0,3,4326983.344903838
3779,5,2,0,1989,3943.0203961713382,Cuevasberg,0,0,7,4848391.658738815
3528,1,1,0,1987,5750.147608569806,Nathanielmouth,1,0,9,6563332.386550019
4139,4,1,2,1968,8520.35911529056,Thompsonbury,0,0,8,9561826.158650922
1813,2,3,0,1968,4116.638475623674,Lake Erica,0,1,10,4585581.360311759
2272,1,2,2,2015,7893.451011928517,North Alejandrafort,0,1,7,8610893.63896475
1993,5,3,0,1996,3751.2333154550124,North Jamesburgh,0,0,8,4261892.572898421
3031,1,2,2,2007,4046.728445952643,Thomasfort,1,0,8,4726225.077057288
1322,4,1,1,2006,7771.292975536158,South Heidiport,1,0,2,8268567.6775061665
3969,3,3,2,1997,7107.17810030615,Brendaborough,1,1,4,8210849.231692054
1903,3,1,1,1994,2874.0554298875863,Lake Billyfort,0,0,6,3535363.839111557
2541,2,2,2,1977,8443.191084851338,Edwardsview,1,1,2,9111182.295043325
2999,2,1,1,2009,8061.493668740325,Lake Mary,0,1,9,8871609.16835797
2815,4,2,1,1954,8176.762813223687,West Scott,0,1,10,8990711.440786684
4503,2,3,2,1967,5233.1606098758275,West William,1,0,2,6437494.661495028
4558,3,2,1,1986,3957.7566078600103,Wilsonport,0,0,6,4999237.498924761
3653,4,2,0,1974,8648.03624888391,Smithshire,0,1,1,9505115.196639644
3476,4,3,0,1987,6293.916694135813,East Lisa,0,0,2,7138852.1565425135
4340,4,3,1,1950,9378.81458289932,South Ryan,0,0,8,10431889.1893757
4780,1,1,1,1989,3284.4432977469805,West Williamton,0,1,6,4333034.983659678
4608,2,2,1,2004,9780.63954753227,South Jeffreyshire,1,0,2,10836557.821887497
1147,5,2,2,1988,4412.962383940745,Michaelview,0,1,8,4893987.852574441
2141,3,1,0,1974,4460.246266918842,West Michaelmouth,1,1,1,5106015.601600192
1849,2,2,1,1972,3149.349844282921,West Mitchellton,0,1,5,3690845.1291944007
1366,3,2,1,1992,9685.228226037707,Bridgestown,0,0,10,10058925.025144076
3897,2,3,2,1997,1357.428137146423,Cortezmouth,0,1,2,2263536.21224565
2089,5,3,0,1987,5260.218680705528,Collinschester,1,0,5,5783476.249259118
3038,3,3,1,1973,4289.334337950249,Aaronton,1,1,6,5061611.989191053
3860,5,1,0,1954,2433.3697377309704,North Jessicabury,1,0,10,3324381.685972734
4441,3,3,2,2009,7419.190977004828,South Matthewfort,0,0,6,8491918.212352585
1174,1,1,0,1966,9084.889873074395,South Kyletown,0,0,6,9423490.483855251
2854,1,3,1,1986,3192.1232727988986,Andersonmouth,1,1,10,3917704.3743126015
1587,3,2,1,1964,5478.896426169025,Adamschester,1,1,10,5925504.134235758
1494,3,2,0,2015,6203.9256782505445,South Philip,1,1,1,6604212.905179867
4020,5,3,2,1969,4514.4004450675575,Heatherport,1,0,1,5492209.619760525
2137,4,3,2,1979,9293.843172530087,North Dennisville,1,0,10,9958247.077277418
4182,3,1,2,1965,5153.64575586169,Grayburgh,0,0,5,6108721.000510004
2784,2,2,2,1993,9845.022158982374,Shahfort,1,0,2,10543567.124319984
4510,2,3,1,2008,3656.846328779145,East Steven,1,1,9,4776653.627992905
4786,2,3,0,1953,1659.2256976477918,West Dylan,1,0,9,2858545.795032421
2170,1,2,1,1980,6174.705385388226,Branchmouth,0,0,2,6689027.957437038
1034,5,3,0,1975,8410.060525234125,Jacksonshire,0,0,5,8753122.547656542
1998,1,2,0,1990,4495.522901342254,Melissashire,0,0,2,5172986.312029402
2332,2,3,2,1951,2665.8897668621516,Michaelton,1,1,8,3337347.357147909
3585,3,2,2,1957,7644.160009616585,Lake Marisaland,1,1,1,8571245.604396319
3797,2,1,0,1973,3437.9659203718847,Phillipsview,0,1,4,4336041.898648438
2037,3,3,0,1989,7927.639238540793,Wheelerchester,0,0,1,8471220.831998644
1373,5,3,0,1974,3360.8935236310413,Jacobfort,0,1,7,3726409.9926498835
3604,4,3,1,2011,6015.59414838417,New Cynthiahaven,0,1,7,6840239.970468066
2451,3,1,0,2007,8989.09427145549,Wandaburgh,1,0,2,9678205.561913462
2751,1,3,1,2020,2841.553646201739,Jeffreyshire,1,0,8,3558559.9052320737
3280,2,3,0,1981,8386.250217880955,Shawnshire,1,1,7,9182940.613809474
1704,2,2,2,1995,3388.8670478622494,Port Scott,1,0,8,3879275.789017544
1562,2,3,0,1975,6945.983930888072,Brittanyborough,0,1,3,7401153.229782624
3986,3,3,0,1991,3193.41517356579,Kathystad,0,1,8,4022117.714370544
3934,5,2,1,1956,2031.1237984927088,West Kristi,1,1,3,2980365.517882756
3773,3,1,0,2005,6976.20951659968,Gomezhaven,0,1,1,7806074.150468278
4734,1,1,1,1996,6353.993756223989,South Scottmouth,0,1,4,7525855.987860516
4511,2,2,1,1999,4613.351951761936,South Carl,1,1,2,5704545.913117429
4573,3,1,2,1994,1330.141553504002,North Tiffanyfort,0,0,5,2283069.3735079886
4346,2,1,2,2017,5277.513411018829,Emilyburgh,0,0,10,6332390.829857664
2873,1,3,2,1993,2338.3585483694715,East Jeffreyport,1,0,5,3092980.693241918
3123,4,3,2,1974,4235.244769394836,South Randy,0,1,9,5067197.448348028
1438,4,3,1,2001,6275.781787223971,Beltranbury,1,0,8,6746505.364279468
4803,4,1,0,1967,9454.17133687758,Melissaburgh,0,1,3,10617424.646072531
2883,2,3,1,1956,5601.8076633261735,East Brian,1,0,1,6369134.1086884895
2979,3,1,2,1971,2753.047245804503,West Nicholasburgh,0,1,10,3409960.9625485907
1698,2,3,0,1953,9516.036747980952,South Victorialand,1,0,10,10042413.277605236
2312,5,1,1,1978,1233.1896112317174,Ryanburgh,0,0,6,1864313.6716318468
3962,3,2,0,1989,6785.381195571919,Dwayneport,0,0,1,7799404.175408872
2563,1,2,1,2001,3361.5290323528848,Port Leeton,0,0,8,4048914.291420389
3938,4,3,0,2009,7817.59133118773,Castroside,1,0,5,8743025.75649036
1691,3,1,0,1990,3981.008601113296,East Traceystad,1,0,9,4519476.135708685
3300,3,2,2,1964,4858.717962072403,North Jenniferstad,1,1,3,5757889.077004926
4197,4,2,2,2006,7933.750418752793,South Jessicachester,0,0,8,8913057.094259074
2200,1,3,0,1984,9080.367206076051,New Dawnview,1,1,8,9690416.2407901
4108,2,3,0,1968,2642.980971452915,North Stephanie,1,1,1,3698206.184311348
3457,2,1,2,1970,3666.631717557688,Jesseberg,0,1,10,4440815.835627187
2634,3,2,1,1962,1038.922988680621,New Caitlynstad,0,0,2,1772399.3043245438
2633,4,1,0,1970,8709.144426049965,New William,0,0,2,9371533.012335947
1126,5,1,1,1975,9524.154254631456,New Kevinfort,0,1,7,9859682.687511927
2506,1,3,2,2005,3515.011098149615,Markbury,1,0,5,4142325.1194752175
2191,2,1,0,1980,4460.9956355125005,Clarkview,0,0,6,5088475.373755326
3639,1,1,1,1979,4860.608546265862,East Morganborough,0,0,4,5774126.295916213
1293,1,2,2,1973,4687.766791001273,Davidborough,1,0,4,5060388.135196364
4916,1,1,0,1979,4535.878131279999,South Deborah,0,0,6,5724683.0978293205
4709,4,2,1,1975,5282.871593933521,Sextonton,0,0,3,6441136.402008685
2366,4,2,0,2003,2384.0523130331626,West Cindymouth,1,0,6,3003012.502760366
2019,4,1,1,1970,1519.120015893708,Port Edward,0,1,7,2058290.8432336655
3357,3,1,1,1972,7511.73856459196,South Timothyhaven,1,0,7,8367046.41199301
3709,4,2,0,1977,8619.094091771145,Tinastad,1,1,9,9504823.273910703
3575,3,1,2,1972,8291.735012486315,Nicoleberg,1,0,5,9133007.286803985
3587,2,2,0,2008,6639.638378512277,West Jasonshire,1,1,9,7422612.457255326
1418,2,1,2,2002,9719.301135117928,New Noahberg,1,0,3,10106967.142908964
1443,2,2,1,2002,1013.8880075787821,Washingtonborough,0,0,3,1447808.3380130073
1684,2,2,1,1983,3875.880809368349,Leahborough,0,0,6,4345831.194676595
4629,2,3,1,2017,3790.145000259403,Lake Michaelville,0,0,4,4835797.905394059
3887,4,1,2,1961,4147.056525181162,Jasonbury,1,1,2,5099662.110277151
3283,5,2,1,1951,8199.906435498226,Connorland,0,0,7,9023738.003895743
2462,4,2,0,1974,4163.469170826496,Nicholashaven,0,0,4,4818829.330106185
3261,5,1,1,2017,5743.752239804632,Leefurt,1,0,9,6584021.039997633
1084,4,1,2,1993,6525.458680492338,New Karl,0,0,4,6815040.4003082
3841,2,1,2,1983,8608.449171069293,Flynntown,0,0,10,9520229.019720057
2767,1,3,0,1955,6542.754194250922,North Jeffery,1,1,4,7246309.19075134
1084,5,1,0,1988,4431.758437027174,New Thomas,0,1,1,4804717.603362203
2944,1,3,2,1999,7252.679398654694,Jamesfurt,1,1,5,7933983.035351959
4560,2,1,2,1973,5639.82020806477,South Joseph,0,0,8,6720563.433209011
3112,5,3,0,1954,5755.62010814093,Arroyoview,1,0,9,6615326.4062910285
2669,1,1,0,2003,4016.3728307467527,Susanberg,1,1,2,4739889.917589344
1662,4,3,0,2003,1014.4676638702114,Pricechester,0,1,1,1496869.925718305
1626,2,2,0,1959,4202.6225290307575,Millerberg,0,0,9,4721111.640324474
1063,4,3,2,2018,3724.4613638212377,Tiffanyside,0,0,3,4134342.7184696933
4414,4,3,1,1955,1903.0513077158844,Andersonmouth,0,1,3,2881831.534723224
3986,2,2,2,1965,2787.725781233298,Mooreview,0,0,8,3758925.0628089136
4946,5,1,0,2009,9828.010703159342,Millerburgh,0,1,8,10881465.05316522
1918,3,2,2,1963,3518.3525755699598,Frankside,1,0,9,4232939.8612919925
2375,3,2,0,1982,5663.422310949178,East Yolanda,0,1,4,6368658.502143977
2181,2,2,2,2018,5943.993546432314,Port Eric,0,0,10,6496959.998443674
2612,3,3,0,1989,6040.2705075348595,Johnton,0,0,9,6671988.714504011
1490,1,2,0,1989,1425.9532160815968,East Sarahfort,1,1,3,1905872.116200329
4729,5,1,2,1958,7943.159644681167,Loweberg,0,0,3,9074900.638353596
2878,4,3,0,2016,7573.105218464805,Muellerfort,0,1,9,8319031.30715625
4534,4,3,1,1997,9794.729229124718,New Stacyville,0,1,1,10746696.568644388
4296,2,2,0,2014,2662.2213632718863,North Cheryl,1,1,1,3667002.933600877
2940,4,3,0,1959,5984.12174614396,North Kenneth,0,1,10,6747109.157875306
1312,1,1,0,1955,8234.472042316926,East Thomasbury,1,0,4,8654685.38092039
3662,1,3,1,2021,2119.1141838034882,North Benjamin,0,1,2,3033168.633987766
1918,2,2,2,2011,8106.136911640507,Christopherberg,0,1,5,8678798.898223042
2882,4,2,1,1980,3429.6695554664725,Louisland,0,1,6,4133166.8800231474
1812,3,2,1,1955,3527.614683759468,Harrisbury,0,0,2,4102560.294835149
3987,3,3,1,1983,9510.359995616791,Hartmanview,0,0,1,10444444.146443142
2489,5,2,2,2016,3824.857815307072,Lake Juliafurt,0,0,3,4437901.86237676
4159,2,3,0,2011,6258.13670688306,Robinsonport,0,1,6,7183981.317429695
4954,5,2,1,1961,4960.836579559948,South Andrew,1,0,1,6089972.0958545
2326,3,2,0,1987,1703.4339452795898,Clarkebury,0,0,4,2361383.645562921
1679,3,2,1,1956,9554.34305067302,Crosbybury,0,0,8,10014953.546633422
1434,3,1,1,2013,2923.527159723376,South Bryan,0,1,9,3433897.4627891155
1681,5,1,1,1953,3409.2507411973106,Martinberg,1,0,9,3785191.387121289
2158,2,2,1,1970,4395.219002516879,Dominiquemouth,1,0,7,5016979.29759781
2073,1,2,1,1985,5486.823947894285,Rileyberg,1,0,7,6053703.165896938
2455,1,3,1,1956,2298.571444595801,Port Matthew,1,1,4,3076911.775190333
3387,3,3,2,1984,6669.429301155009,Williambury,1,0,7,7541089.588002848
3394,2,1,0,1998,5632.322441287793,South David,0,0,2,6500774.075690414
3693,2,3,0,1960,3727.0929477649315,East Stephanieview,0,0,8,4624585.681420213
2370,4,3,2,1973,7233.866222612887,Chaseview,1,0,2,7960208.740366718
1648,4,3,1,1971,5626.721278833144,Anthonychester,0,0,4,6008859.217678933
1244,5,3,2,1992,8566.170724695257,Kathrynland,0,0,1,8997520.088647075
3156,4,1,2,2000,8698.64316132944,Ramirezland,1,1,1,9597588.734525718
4896,5,1,2,1998,9820.960275260213,West Johnton,0,0,7,11029364.879573878
4870,1,3,0,1971,1606.0218204597115,Karentown,0,0,10,2694953.725101108
3580,3,3,2,1967,4646.607763919833,Beckburgh,1,0,9,5494499.980461768
4161,2,1,1,1993,5513.670767358494,West James,1,1,1,6450894.30928493
1295,1,2,2,1981,3104.2887926591957,Lake Williammouth,0,0,5,3465358.8120287047
3159,1,3,0,2007,9298.316714877177,South Veronicaborough,0,1,1,10094194.85294862
4884,5,2,0,2005,1793.1554619665844,Amandaburgh,1,1,7,2927821.6662921896
2612,3,3,1,1958,4856.554852215444,Port Mike,1,0,6,5591561.458967338
4248,5,1,2,2012,2666.716491941745,Lake Cathy,1,0,2,3657539.2086639833
3390,1,3,1,1953,7139.249297502852,West Lesliechester,1,0,8,8104720.369726246
4731,2,2,2,1987,7344.930980263759,South Samuel,1,1,5,8521933.088788688
3148,4,1,1,1991,8852.62613925851,North Michael,0,1,6,9722551.974403746
4829,5,3,1,1956,4680.735086507274,Michelemouth,0,1,4,5813128.985731247
3676,1,3,1,1991,7975.993401926577,South Crystal,0,1,3,8786709.752415225
2627,4,1,0,2009,5946.225111440991,Lisaside,1,0,8,6658745.937028064
4472,4,3,0,1969,8310.438189923385,New Kelsey,1,0,7,9340785.646194067
1027,1,1,2,2012,1768.4109210584736,Jenkinshaven,0,1,7,2157589.1774952915
3984,3,3,0,1970,5171.028880527784,Port Amy,1,1,2,6185359.531024388
2985,1,1,1,1954,2355.045330522901,Eatonfort,0,1,3,3118289.746953447
2560,2,3,0,1979,8113.19936087314,West Mollyville,0,0,1,8769503.220235433
1057,4,1,0,2012,2374.042468320569,Mendozabury,0,1,5,2795274.343689692
2521,2,1,2,2008,1072.5433345835538,North Philliptown,0,1,7,1693884.344683157
1296,5,3,1,1987,9365.713659565574,New William,0,1,3,9886142.715410048
3181,4,1,0,1985,5361.384845706908,Staceyborough,1,0,9,6208883.459735796
4402,3,3,0,1987,9866.71799133377,Tranfurt,0,1,8,10878522.102774758
3296,1,3,2,1972,5076.97510924873,Fernandezfurt,0,1,3,5870952.84479708
4068,5,3,2,1972,6317.133730125843,Port Andrewhaven,1,0,8,7363265.294987228
3597,2,1,1,2007,7697.577662896448,Strongshire,1,1,1,8659912.145242449
1901,5,3,2,1997,3527.185044478295,West Zachary,0,0,4,4024620.767877393
2964,3,1,1,1955,2195.707589756078,Lake Sierra,0,1,9,2877489.727058125
2098,1,2,1,1995,6950.16561745922,Gomeztown,0,1,5,7506020.65007509
2677,5,2,0,1964,5596.1812890122765,East Rhondaberg,0,1,6,6194286.30351942
3881,2,2,0,1950,8441.210487035769,Tommyport,0,0,7,9351705.836505791
2191,5,3,0,1982,1405.6191328269822,New Jasonstad,0,1,5,2067683.3189984427
1770,1,1,0,1973,5902.930963921803,Gillmouth,1,0,10,6443123.235536107
2526,5,3,0,2019,2671.8030517892075,Lake Latoya,1,0,8,3278742.5428362917
4956,2,1,1,1963,6555.8570022885,Port Brianton,0,1,8,7684076.350654353
2378,1,2,0,2019,7843.957934160272,Robertland,1,1,7,8413477.250607928
2248,3,2,0,1987,3367.091727330472,Courtneytown,0,0,10,3954986.1784282844
4735,3,2,0,1960,5336.098119924389,Elizabethborough,0,1,10,6372598.548515492
2554,4,3,1,2012,4781.837496333732,Port Michael,0,0,9,5396563.152367183
1145,5,3,2,1981,7793.837277499768,East Anthonymouth,0,1,3,8331759.738447021
2983,2,1,2,1978,6398.810075829558,Garciaport,1,0,7,7214897.534561902
2264,5,1,0,1979,2086.3665933033058,Lake Bobby,0,0,6,2646585.826706856
2907,1,2,2,1978,9790.733003037574,Reneeton,0,0,1,10626525.141291156
3940,4,3,1,1960,9211.037583079236,Victoriastad,1,0,6,10187034.930108476
3391,2,3,0,1998,6208.48011704308,West Thomas,0,0,1,6898496.513145731
2772,5,1,1,2013,7997.292195503557,Port Gregory,1,1,8,8744667.362668324
2058,2,1,1,1987,1179.7344122440145,Boyleport,1,0,6,1740663.6770110987
3749,1,3,0,2009,2813.4264173780266,Meadowsshire,1,0,6,3702194.0831501256
3048,4,3,1,2017,7910.767254894574,Brendabury,1,1,7,8725461.300186194
3019,2,1,0,1956,1955.692122606047,North Michael,1,0,10,2651629.8763333303
1152,1,3,1,1956,1384.5400936634333,North Nicholas,1,0,10,1667108.0049640583
3476,3,3,2,1954,6541.443235970178,Joshuashire,1,0,5,7544684.305027226
1507,2,2,2,2017,1308.1761485479774,South Timothymouth,0,1,3,1693137.194161032
4197,4,3,2,1996,2648.024564362983,New Amberstad,0,1,2,3652967.847525907
1490,2,3,1,1985,1719.8372749389268,South Keith,0,0,8,2119101.8388325158
4553,2,3,0,1964,5808.444234023457,Port Williefurt,0,1,6,6897127.394454413
1344,1,1,2,1988,7092.408193906219,Parkerberg,1,0,2,7444707.500847763
2935,5,2,0,1987,2649.782748747257,South Thomasmouth,1,1,5,3401111.311401499
2761,5,1,2,1985,5218.818594934696,North Christopherstad,0,1,7,5857306.564998254
1220,2,2,2,1951,1181.5396601992418,East Kevinside,0,1,3,1513750.7149861355
2938,4,2,1,1964,3381.9432660137095,Karenfort,1,1,10,4166665.813568654
2942,4,3,2,2004,2616.43916566004,Wilsonville,0,1,8,3349222.0233571287
1722,1,2,0,2009,2493.6792302418144,New Claudia,1,1,10,2993575.442061701
4096,2,2,0,1974,3025.1798295177546,West Heathershire,1,1,6,3998244.123000208
1527,2,3,2,1963,8248.096587687545,New Kylestad,0,1,2,8706594.865681762
4253,5,3,0,1958,9547.75534643568,West Randyberg,0,0,7,10549460.381441124
2522,1,2,0,1998,7354.470654145003,Lisashire,0,0,5,7928050.93765561
3888,3,1,0,1984,1650.2995210785953,West Wendy,1,1,7,2602054.9066949342
2664,4,2,0,1954,6653.4743101059175,Taylorbury,0,0,7,7255026.026500395
4113,4,1,0,1966,7607.038022393435,Brittanyburgh,0,1,3,8611235.650848001
4986,2,1,2,2018,2000.127913753126,South Markfort,1,0,2,3156487.6376037034
1480,1,2,0,2003,3648.904960663001,North Deborah,0,0,4,4048155.1116323257
3977,3,1,0,1996,4855.431896411568,North Edwardborough,1,0,8,5898817.460939071
2871,4,2,2,1998,3796.5159096819366,North Shelbybury,1,1,3,4602673.605341942
4819,1,1,1,2011,5664.865515931533,East Wanda,0,0,10,6763181.256473064
3919,3,1,0,1972,2178.2817954619595,New Diane,1,0,2,3092778.926479359
2462,2,2,1,1965,5002.744628848546,Sarahville,0,1,3,5694997.898638079
2425,5,3,1,1956,7599.522180544262,South Brian,0,0,1,8277840.624886385
4617,4,3,2,1992,5148.399186680176,Christensenchester,0,1,6,6270179.687651159
1344,4,2,1,1993,2893.914187067457,Robertchester,1,1,5,3297880.214252234
4964,3,2,1,1958,8219.012851380301,Rodriguezland,0,1,10,9358944.764075814
1044,5,3,1,2020,4549.560260334125,Longbury,1,1,4,4913363.50333454
4717,1,3,2,2009,4825.831605226747,North Jonathan,0,1,7,5902684.97632192
3068,2,1,0,1959,4218.6116753986935,North Laura,1,0,3,4993829.708719191
2657,1,1,2,1954,3607.584706828638,Eddieside,1,1,10,4258214.846402483
4141,3,1,2,2000,6417.53139776624,West Richardland,1,0,6,7405716.067689653
2887,4,3,2,1956,2690.265692229177,Michaelshire,0,1,2,3369865.3181565343
3920,4,2,0,1971,7923.067243977582,Port Elizabethborough,0,0,2,8944992.350624721
3095,1,1,1,1973,5335.295465722917,Kimberlyshire,0,1,6,6054552.294417093
2514,2,2,0,1991,8952.287469465127,Hansonmouth,1,0,3,9572125.738130907
3598,3,3,1,1971,9450.017601489306,West Codyberg,1,1,3,10348353.858041268
3334,2,1,0,1984,4446.756815511799,South Christina,0,0,7,5271638.036274576
2001,3,3,2,2004,2429.408905730161,Perezbury,0,0,1,3019579.8582243123
2033,2,2,2,1952,5547.340580030259,New Amandashire,0,1,6,6090455.4163700165
3589,1,1,1,2020,3434.065984445176,Lake Kerri,0,0,2,4255505.119767544
3040,5,2,2,1968,4838.706586330097,Rivasmouth,1,0,7,5686669.793732468
3803,3,2,2,1991,4396.985850194257,Solisville,1,0,2,5301861.933139954
1273,1,1,0,1995,5054.249336851544,Lake Reginamouth,0,1,3,5363013.801901267
1955,4,1,1,2021,5487.090332729145,North Jacob,1,0,9,6053562.610073753
3647,4,3,0,1969,6646.860038688707,North Robert,1,0,10,7516393.608964772
2779,2,1,0,1982,1034.3257264597255,South Danielport,0,1,6,1652934.3169047616
1380,4,1,2,1955,3307.7833738441022,Carrland,1,0,2,3843711.3949219696
2352,5,1,0,1964,2532.287904058278,Cliffordtown,1,0,9,3080199.431433638
1478,3,1,1,2018,7394.0199369953,Sheriberg,1,1,5,7904913.727728367
3062,2,1,2,1980,8490.944601359288,New William,0,1,6,9253235.343643853
1515,3,3,1,1955,7531.808117576629,Lake Theresaview,1,0,7,8079318.913799628
1190,3,2,1,1950,9771.974311893218,East Isaiah,0,0,3,10125881.008818548
2191,1,3,1,1968,1695.2277666823813,Mejiaside,1,1,4,2270781.837159398
4592,4,2,1,1964,5182.788134351072,New Mary,1,0,8,6286738.211446319
3668,3,1,0,1983,9094.332440885759,Leeport,0,1,9,10011219.375314057
2160,5,3,2,2013,3871.795282902243,Lake Jamesstad,1,1,5,4480411.051250921
3201,5,2,0,1998,8220.853968418667,Nelsonmouth,1,1,6,8993037.407415688
2411,4,2,2,1995,6055.66603074546,Dianastad,0,1,3,6639360.284536294
4280,4,1,0,2000,9807.010054385262,Tamaraside,1,0,10,10764992.190262944
1271,2,1,2,1960,4339.197570230424,Perezchester,0,0,10,4663581.9725937685
1142,2,2,1,1953,4754.505322839158,East Brandi,1,0,10,5205121.924497698
4682,2,3,1,1990,2474.25849358859,Port Henryside,1,1,7,3625624.946383895
2912,4,2,0,2013,2436.761186875739,North Thomasland,0,1,8,3138014.8899028026
4891,3,3,0,1950,8749.02067343565,Josemouth,1,0,6,9861905.172746075
2092,1,3,1,1958,4665.656131797261,Sandramouth,0,0,5,5199960.567723209
3294,2,2,0,1988,6584.189798585934,Shortberg,0,0,8,7253895.407674405
4332,1,3,0,2014,7770.270211513019,Frankberg,1,0,2,8763188.37565688
1787,5,2,2,1966,4944.189124737544,North Garrettview,1,1,10,5483547.364571002
3126,4,2,2,2016,9584.055950781523,New Annette,0,1,1,10423522.405986361
2681,5,1,2,1950,9443.563108472397,Matthewton,0,0,4,10128439.193366636
1622,2,2,0,1973,7121.064724374768,Schmidttown,0,0,3,7627270.146320995
4841,3,2,1,1969,9956.870319832171,Port Jerryport,1,0,5,11014988.794758959
4676,2,1,1,2013,1023.8364761091901,Figueroaton,0,0,8,2212636.7428871705
3572,1,1,1,1969,1083.2743312887826,Joshuaside,1,1,1,1914663.2592618354
3819,2,3,1,1989,1607.8133385523388,Cartermouth,0,0,2,2518221.86934162
1937,3,3,2,1979,9491.678457340779,Santiagoberg,1,0,6,9970884.757139651
4692,3,1,2,1972,6443.510896023952,North Jenniferport,0,1,1,7608881.407217881
4401,4,1,0,1972,9349.501528561657,Elizabethchester,0,1,7,10372611.20220625
4260,4,1,1,2005,2143.883551217132,Singletonhaven,1,1,5,3173030.6063106214
2118,3,2,0,1996,1287.808008267656,Denisemouth,0,1,7,1932509.43137077
1616,3,2,1,1966,5889.5402723208645,Lake Harold,1,0,4,6371390.144156373
2031,1,2,1,1951,2576.9744478789976,Port Kaylafort,1,1,6,3139861.5501940604
1066,2,1,0,1982,8738.504900550963,Hermanbury,1,1,2,9040360.37249105
4567,4,3,2,1964,4783.684512610838,Andersonport,0,0,3,5856968.541211315
1190,1,3,0,1981,7934.110851912925,West Kristinfort,1,1,1,8225336.010947149
4437,2,2,0,1983,5647.949514101701,South Laurenmouth,1,0,6,6655753.412813438
3815,4,2,1,2009,5758.034091872287,South Joshuaview,0,0,9,6718970.415127028
1520,1,1,2,1980,7136.605074178749,Acostaport,0,1,1,7679949.786918014
1989,5,1,0,1964,4019.066425127871,East Jeffrey,0,1,6,4606452.736956429
2140,5,3,2,1969,9539.625711431938,Stevenchester,0,1,7,10064658.262570944
3314,4,3,2,1980,4603.6909570157495,Port Lisastad,0,0,4,5438726.670669794
2634,1,1,2,1951,4582.381450839329,East Jessica,1,0,5,5306329.275218984
3532,2,3,2,1962,7366.800168635636,North Autumntown,0,0,10,8234435.425028627
4580,2,3,1,1965,6726.266720265316,South Beth,1,1,2,7794753.886064851
4369,1,2,1,1964,9962.034518201053,North Lisamouth,1,0,6,10937238.380872397
4980,5,1,1,1974,8652.077286134348,South Joyce,0,1,4,9766482.334480435
2187,1,1,1,1977,3561.3170746958713,South Williamtown,0,0,1,4092070.996229376
1375,5,1,1,1961,1913.9735149512803,Rodriguezburgh,0,0,10,2304027.184460165
1652,5,2,0,2003,1959.6446213164734,Port Monica,1,0,1,2464773.426284087
4339,2,1,2,2007,4254.478974269079,Andreaview,1,1,10,5288497.428453301
1548,4,3,1,1965,5294.673956026381,Lake Daniel,1,1,10,5902532.70501824
2097,3,2,2,2011,6734.116823592687,Lake Antoniobury,0,1,9,7297346.657309131
4579,1,2,1,1959,8719.534318263555,Navarrofort,1,0,2,9854338.947604574
1072,5,1,1,2015,9905.864339397835,Phillipsburgh,1,1,10,10290433.352787148
3355,1,3,0,2001,4678.443986654052,Gomezside,0,1,3,5473578.661815487
1198,4,1,2,1979,5910.223362277213,Jimenezburgh,1,0,1,6324467.346001769
4201,4,3,1,1965,6406.725882966681,West Jacobchester,0,1,3,7528978.432150622
2781,3,1,1,1959,6027.055681663902,Lewismouth,0,1,6,6677305.21417144
4895,3,3,0,1964,1812.8177670972195,Robertchester,1,0,9,2975075.579373946
1571,5,3,2,1975,2035.3660116559363,Tracyland,1,0,4,2491017.025533445
1790,3,3,2,2010,8998.799354697105,Lake Brendan,0,1,4,9498857.568522073
2638,5,2,1,1964,7080.256023552909,Howardville,1,0,6,7780598.13329469
2831,2,1,0,1955,7108.849999090735,Lake Laurenmouth,1,1,1,7899097.575149921
2855,5,1,0,1950,8333.035764996359,Christinaton,1,0,3,8989011.232697086
2510,3,1,1,1984,1757.2745185483645,Garyton,0,0,2,2389728.4871220617
4924,1,2,2,1950,4739.319540659139,Hubbardhaven,1,1,7,5853080.932220401
2174,3,3,1,1987,3220.0698210807595,Collinsfort,0,1,2,3889610.881144423
4740,4,2,2,1990,6947.259687382521,Conniechester,1,0,4,7987651.031780296
4277,3,2,0,1961,2934.414053436187,Powellborough,1,1,4,3860406.048339856
1178,2,3,1,2013,7229.123883233718,Susanfurt,0,1,7,7620495.739596108
3244,5,1,1,1959,4491.104192116147,North Nathanstad,1,1,10,5334515.185046265
1734,4,2,1,1976,4954.649843497615,West Joshuabury,1,0,10,5450089.716749195
3136,5,3,2,1988,8362.115171413861,West Bryanborough,0,1,2,9180945.931369063
1798,5,3,2,2020,4133.503220058058,Caseyfort,1,0,4,4667810.479482638
4505,3,1,0,2019,3309.3928189501457,Jonathanville,1,1,3,4361645.209383767
1787,1,3,2,1994,8652.382960282663,Nataliehaven,0,0,9,9167582.738882305
3795,4,3,2,1960,7168.5917984802645,Ronaldfurt,0,0,5,8100152.585790922
4254,2,3,1,1973,4635.060211801097,South Paulaland,1,0,7,5676169.64811554
1208,2,1,0,2006,5487.048286872314,New Graceview,1,0,10,5858246.873540903
